name	chrom	strand	txStart	txEnd
ENSG00000111554	12	-	68688348	68726112
ENSG00000111581	12	+	69080514	69136785
ENSG00000111596	12	+	70636777	70748773
ENSG00000111602	12	-	56810907	56843183
ENSG00000111605	12	+	69633317	69668138
ENSG00000111615	12	-	75890684	75905401
ENSG00000111639	12	-	6601150	6602764
ENSG00000111640	12	+	6643093	6647537
ENSG00000111641	12	-	6666037	6677444
ENSG00000111642	12	-	6679249	6716551
ENSG00000111644	12	-	6747241	6756626
ENSG00000111647	12	-	100430854	100536626
ENSG00000111652	12	+	6832907	6841022
ENSG00000111653	12	-	6759757	6772306
ENSG00000111664	12	+	6949375	6956557
ENSG00000111665	12	-	6957973	6961230
ENSG00000111666	12	+	102091405	102122852
ENSG00000111667	12	+	6961292	6975793
ENSG00000111669	12	+	6976283	6980112
ENSG00000111670	12	-	102139275	102224716
ENSG00000111671	12	-	6980099	6982500
ENSG00000111674	12	+	7024371	7032859
ENSG00000111676	12	+	7033626	7051484
ENSG00000111678	12	+	7053186	7055165
ENSG00000111679	12	+	7060434	7070479
ENSG00000111684	12	-	7085348	7125814
ENSG00000111696	12	-	104166088	104234975
ENSG00000111700	12	+	20963660	21069658
ENSG00000111701	12	-	7801996	7818489
ENSG00000111704	12	+	7941992	7948655
ENSG00000111707	12	+	118814185	118855836
ENSG00000111711	12	+	21654749	21671342
ENSG00000111713	12	-	21689123	21757781
ENSG00000111716	12	-	21788276	21810728
ENSG00000111725	12	+	120105558	120119435
ENSG00000111726	12	+	22199108	22218597
ENSG00000111727	12	+	104458235	104498639
ENSG00000111728	12	-	22346325	22487648
ENSG00000111729	12	+	8276228	8291203
ENSG00000111731	12	-	22601517	22697480
ENSG00000111732	12	-	8754762	8765467
ENSG00000111737	12	-	120532899	120554643
ENSG00000111752	12	+	9067149	9093000
ENSG00000111775	12	+	120875893	120878545
ENSG00000111780	12	+	120876001	120897809
ENSG00000111783	12	+	106994915	107155437
ENSG00000111785	12	+	107168418	107280564
ENSG00000111786	12	-	120899471	120907596
ENSG00000111790	12	+	27091316	27119486
ENSG00000111796	12	-	9747147	9760482
ENSG00000111799	6	-	75794042	75915767
ENSG00000111801	6	+	26440700	26453643
ENSG00000111802	6	-	24650205	24667261
ENSG00000111816	6	-	116252312	116381921
ENSG00000111817	6	+	116691521	116762424
ENSG00000111832	6	+	116892530	116918838
ENSG00000111834	6	+	116937650	116954141
ENSG00000111837	6	-	10762956	10838728
ENSG00000111843	6	+	10723148	10731352
ENSG00000111845	6	+	10694928	10710015
ENSG00000111846	6	+	10528589	10629600
ENSG00000111850	6	+	88032306	88052043
ENSG00000111859	6	-	11183531	11232915
ENSG00000111860	6	-	118781944	119031238
ENSG00000111863	6	-	11714611	11779036
ENSG00000111875	6	+	119215384	119230332
ENSG00000111877	6	-	119134605	119256327
ENSG00000111879	6	-	119280994	119399908
ENSG00000111880	6	-	89319985	89673315
ENSG00000111885	6	-	119498374	119670926
ENSG00000111886	6	-	89967239	90025018
ENSG00000111897	6	-	122764499	122792967
ENSG00000111906	6	-	125597032	125623121
ENSG00000111907	6	+	125474802	125585553
ENSG00000111911	6	+	126277927	126301387
ENSG00000111912	6	+	126102307	126252257
ENSG00000111913	6	-	24804513	24911195
ENSG00000111961	6	+	148663729	148873186
ENSG00000111962	6	+	149068464	149398126
ENSG00000111981	6	+	150285143	150294846
ENSG00000112029	6	-	153291664	153304153
ENSG00000112031	6	-	153308497	153323820
ENSG00000112033	6	+	35310391	35395955
ENSG00000112038	6	+	154331636	154439889
ENSG00000112039	6	+	35420138	35434880
ENSG00000112041	6	-	35465651	35480715
ENSG00000112053	6	-	35911291	35992632
ENSG00000112062	6	+	35995488	36079013
ENSG00000112077	6	-	49572871	49604552
ENSG00000112078	6	+	36410544	36458920
ENSG00000112079	6	-	36461669	36515247
ENSG00000112081	6	+	36562145	36573377
ENSG00000112096	6	-	160090089	160114360
ENSG00000112110	6	+	160211498	160219468
ENSG00000112115	6	+	52051185	52055436
ENSG00000112116	6	-	52101479	52109335
ENSG00000112118	6	-	52128807	52149635
ENSG00000112130	6	+	37321748	37362514
ENSG00000112137	6	+	12718542	12934232
ENSG00000112139	6	-	37600293	37665766
ENSG00000112144	6	-	52866109	52926600
ENSG00000112146	6	+	52935650	52965671
ENSG00000112149	6	+	14117872	14137149
ENSG00000112159	6	-	90352218	90529442
ENSG00000112164	6	+	39016574	39055519
ENSG00000112167	6	-	39071840	39082965
ENSG00000112175	6	-	55618443	55740362
ENSG00000112182	6	-	90636248	91006461
ENSG00000112183	6	+	17281577	17294106
ENSG00000112186	6	+	17393447	17558023
ENSG00000112195	6	-	41158015	41168932
ENSG00000112200	6	+	56954808	57035105
ENSG00000112208	6	+	57037124	57054631
ENSG00000112210	6	-	57053607	57087078
ENSG00000112212	6	+	41010293	41012076
ENSG00000112214	6	+	97010460	97064444
ENSG00000112218	6	-	97242002	97285339
ENSG00000112232	6	-	62389865	62996132
ENSG00000112234	6	-	99316420	99395802
ENSG00000112237	6	-	99990256	100016849
ENSG00000112238	6	+	100054606	100062635
ENSG00000112242	6	+	20402398	20493941
ENSG00000112245	6	+	64281917	64293492
ENSG00000112246	6	-	100832891	100912805
ENSG00000112249	6	-	100956070	101329240
ENSG00000112273	6	+	22569795	22571892
ENSG00000112276	6	-	105544697	105585049
ENSG00000112280	6	-	70924764	71012786
ENSG00000112282	6	-	131907873	131949369
ENSG00000112290	6	-	110421022	110501207
ENSG00000112293	6	-	24428405	24489850
ENSG00000112294	6	+	24495197	24534531
ENSG00000112297	6	+	106959730	107018326
ENSG00000112299	6	-	133002729	133035188
ENSG00000112303	6	-	133065009	133079147
ENSG00000112304	6	+	24667299	24705274
ENSG00000112305	6	+	71377479	71571718
ENSG00000112306	6	+	133135580	133138703
ENSG00000112308	6	-	24705089	24721064
ENSG00000112309	6	-	71566382	71666741
ENSG00000112312	6	+	24775166	24786327
ENSG00000112319	6	+	133562489	133853258
ENSG00000112320	6	+	107811162	107981357
ENSG00000112333	6	+	108487262	108510013
ENSG00000112335	6	-	108532426	108582464
ENSG00000112337	6	-	25912982	25930839
ENSG00000112339	6	-	135281516	135376036
ENSG00000112343	6	+	25963030	25987384
ENSG00000112357	6	+	137143723	137235075
ENSG00000112365	6	-	109783797	109804440
ENSG00000112367	6	+	110012515	110146631
ENSG00000112378	6	-	138409642	138428648
ENSG00000112379	6	+	138483058	138665800
ENSG00000112394	6	+	111408781	111544223
ENSG00000112406	6	+	139456249	139501939
ENSG00000112414	6	+	142623066	142767385
ENSG00000112419	6	+	143999102	144145258
ENSG00000112425	6	-	145946441	146057160
ENSG00000112462	6	-	29341200	29343068
ENSG00000112473	6	+	33168650	33172216
ENSG00000112486	6	+	167536257	167553184
ENSG00000112494	6	+	167704803	167729507
ENSG00000112499	6	-	160637794	160680048
ENSG00000112511	6	+	33378738	33384230
ENSG00000112514	6	-	33384219	33386094
ENSG00000112530	6	+	163148164	163736523
ENSG00000112531	6	+	163835675	163999628
ENSG00000112539	6	-	165693165	165723096
ENSG00000112541	6	-	165744539	166075557
ENSG00000112559	6	+	41606185	41621984
ENSG00000112561	6	-	41651716	41702798
ENSG00000112562	6	+	168841831	169068674
ENSG00000112576	6	-	41902671	41909586
ENSG00000112578	6	+	41888926	41900784
ENSG00000112584	6	+	170615844	170716153
ENSG00000112592	6	+	170863421	170881957
ENSG00000112599	6	-	42152139	42162654
ENSG00000112619	6	-	42664340	42690312
ENSG00000112624	6	+	42749765	42836298
ENSG00000112640	6	+	42952237	42980080
ENSG00000112651	6	-	43021767	43027544
ENSG00000112655	6	+	43044552	43128748
ENSG00000112658	6	+	43139037	43149243
ENSG00000112659	6	+	43149913	43192325
ENSG00000112667	6	-	43193367	43197222
ENSG00000112679	6	+	292097	351355
ENSG00000112685	6	-	485133	693111
ENSG00000112695	6	-	75947391	75960039
ENSG00000112697	6	-	75962640	75994684
ENSG00000112699	6	-	1624041	2245926
ENSG00000112701	6	+	76311763	76427994
ENSG00000112706	6	-	76630832	76782395
ENSG00000112715	6	+	43738444	43752346
ENSG00000112739	6	+	4021560	4062141
ENSG00000112742	6	+	80714322	80752244
ENSG00000112759	6	+	44191363	44201888
ENSG00000112761	6	+	112375462	112392171
ENSG00000112763	6	+	26458153	26469865
ENSG00000112769	6	-	112429963	112575917
ENSG00000112773	6	-	82455447	82462425
ENSG00000112782	6	-	45869498	46048132
ENSG00000112787	12	+	133066137	133161774
ENSG00000112796	6	-	46126924	46138708
ENSG00000112799	6	+	6588341	6655216
ENSG00000112812	6	+	27215502	27224250
ENSG00000112818	6	+	46761127	46807515
ENSG00000112837	6	-	85442320	85474237
ENSG00000112851	5	+	65222601	65374393
ENSG00000112852	5	+	140474227	140476962
ENSG00000112855	5	+	140071011	140078876
ENSG00000112874	5	-	102884556	102898494
ENSG00000112877	5	+	612387	653668
ENSG00000112893	5	+	109025067	109202879
ENSG00000112902	5	-	9035138	9546187
ENSG00000112936	5	+	40909354	40983041
ENSG00000112941	5	+	6714718	6757161
ENSG00000112964	5	+	42423879	42721979
ENSG00000112972	5	-	43289497	43313595
ENSG00000112977	5	-	10679342	10761384
ENSG00000112981	5	-	137450866	137475104
ENSG00000112983	5	-	137475455	137514675
ENSG00000112984	5	+	137514687	137523404
ENSG00000112992	5	+	43602825	43707507
ENSG00000112996	5	+	44809027	44815624
ENSG00000113013	5	-	137890571	137911133
ENSG00000113048	5	-	71515236	71616088
ENSG00000113068	5	-	139624624	139682706
ENSG00000113070	5	-	139712428	139726216
ENSG00000113073	5	+	139739787	139754722
ENSG00000113083	5	-	121398890	121413980
ENSG00000113088	5	+	54320081	54330398
ENSG00000113100	5	-	26880709	27038693
ENSG00000113108	5	-	139937857	139943845
ENSG00000113119	5	+	140019012	140024987
ENSG00000113140	5	-	151040657	151066726
ENSG00000113141	5	+	140027355	140042063
ENSG00000113161	5	+	74632993	74657929
ENSG00000113163	5	-	74666928	74807963
ENSG00000113194	5	+	175875356	175937075
ENSG00000113196	5	-	153854532	153857824
ENSG00000113205	5	+	140480234	140483406
ENSG00000113209	5	+	140514800	140517703
ENSG00000113211	5	+	140529839	140532868
ENSG00000113212	5	+	140552243	140555957
ENSG00000113231	5	+	76506706	76725632
ENSG00000113240	5	-	178029665	178054115
ENSG00000113248	5	+	140625147	140627799
ENSG00000113249	5	-	156456527	156485487
ENSG00000113262	5	-	178405328	178422124
ENSG00000113263	5	+	156607837	156682201
ENSG00000113269	5	-	179382067	179499118
ENSG00000113272	5	+	157158205	157168456
ENSG00000113273	5	-	78073032	78281608
ENSG00000113282	5	-	157214413	157286151
ENSG00000113296	5	+	79331171	79379110
ENSG00000113300	5	+	179921433	180005405
ENSG00000113302	5	-	158741791	158757895
ENSG00000113303	5	+	180326105	180377906
ENSG00000113312	5	+	159436120	159492550
ENSG00000113318	5	+	79950467	80172279
ENSG00000113319	5	+	80256491	80525975
ENSG00000113327	5	+	161494781	161582528
ENSG00000113328	5	+	162864587	162872022
ENSG00000113356	5	+	89770681	89810369
ENSG00000113360	5	-	31400604	31532168
ENSG00000113361	5	+	31193857	31329253
ENSG00000113368	5	+	126112840	126172712
ENSG00000113369	5	-	90664541	90679176
ENSG00000113384	5	-	32124810	32174456
ENSG00000113387	5	+	32585605	32604185
ENSG00000113389	5	+	32711540	32791819
ENSG00000113391	5	-	92953775	93447340
ENSG00000113396	5	+	128300821	128369324
ENSG00000113407	5	+	33441071	33467943
ENSG00000113430	5	-	1877562	1887332
ENSG00000113441	5	+	96271168	96373219
ENSG00000113448	5	-	58264865	59189625
ENSG00000113456	5	-	34905369	34916871
ENSG00000113460	5	+	34915481	34926101
ENSG00000113492	5	-	34998206	35048198
ENSG00000113494	5	-	35055807	35230691
ENSG00000113504	5	-	1050499	1112150
ENSG00000113520	5	+	132009678	132018368
ENSG00000113522	5	+	131892630	131979752
ENSG00000113525	5	-	131877136	131879214
ENSG00000113532	5	-	100142639	100238970
ENSG00000113552	5	-	141380243	141392359
ENSG00000113555	5	-	141323150	141338627
ENSG00000113558	5	-	133484633	133512729
ENSG00000113569	5	-	37288239	37371283
ENSG00000113575	5	-	133530025	133561833
ENSG00000113578	5	-	141971743	142000907
ENSG00000113580	5	-	142660727	142783254
ENSG00000113583	5	-	133291201	133304478
ENSG00000113593	5	+	64859066	64883376
ENSG00000113594	5	-	38475065	38595506
ENSG00000113595	5	-	64885507	64920473
ENSG00000113597	5	+	64920861	64960591
ENSG00000113600	5	-	39284364	39364662
ENSG00000113615	5	+	133984479	134063513
ENSG00000113621	5	+	134209493	134237215
ENSG00000113638	5	-	40714577	40756077
ENSG00000113643	5	+	167913450	167946304
ENSG00000113645	5	+	167719155	167896221
ENSG00000113648	5	-	134669590	134735312
ENSG00000113649	5	+	145826875	145891524
ENSG00000113657	5	-	146770375	146889619
ENSG00000113658	5	+	135468536	135518422
ENSG00000113712	5	-	148876416	148930527
ENSG00000113716	5	+	149380281	149432386
ENSG00000113719	5	+	172261278	172379688
ENSG00000113721	5	-	149493400	149535423
ENSG00000113722	5	+	149546358	149564120
ENSG00000113732	5	+	172410760	172462448
ENSG00000113734	5	+	172571445	172591343
ENSG00000113739	5	-	172741716	172756506
ENSG00000113742	5	+	173315283	173388979
ENSG00000113749	5	+	175085033	175113245
ENSG00000113758	5	-	176883928	176900199
ENSG00000113761	5	+	176449697	176492986
ENSG00000113763	5	+	176237478	176307896
ENSG00000113790	3	-	184908412	184971886
ENSG00000113805	3	-	74311719	74570291
ENSG00000113810	3	+	160117092	160152750
ENSG00000113811	3	-	53918437	53926015
ENSG00000113812	3	-	53901093	53916229
ENSG00000113838	3	-	186263862	186288332
ENSG00000113845	3	+	119217379	119243937
ENSG00000113851	3	-	3191695	3221394
ENSG00000113889	3	+	186435120	186461408
ENSG00000113905	3	+	186383741	186396029
ENSG00000113916	3	-	187439165	187463515
ENSG00000113924	3	-	120347020	120401418
ENSG00000113946	3	+	190105661	190129932
ENSG00000113966	3	+	97483372	97517373
ENSG00000113971	3	-	132400472	132441286
ENSG00000114013	3	+	121774221	121839983
ENSG00000114019	3	-	134074716	134093436
ENSG00000114021	3	+	100053545	100075710
ENSG00000114023	3	+	122103029	122131181
ENSG00000114026	3	+	9791628	9808421
ENSG00000114030	3	-	122140796	122233775
ENSG00000114054	3	+	135969201	136049012
ENSG00000114062	15	-	25584284	25653795
ENSG00000114098	3	+	137906109	138015391
ENSG00000114107	3	-	138213186	138313198
ENSG00000114113	3	-	139171726	139195358
ENSG00000114115	3	-	139236276	139258671
ENSG00000114120	3	+	140660729	140695492
ENSG00000114124	3	+	141496990	141537332
ENSG00000114125	3	+	141457046	141466402
ENSG00000114126	3	-	141669989	141868363
ENSG00000114127	3	-	142025449	142166904
ENSG00000114166	3	+	20081515	20195896
ENSG00000114200	3	-	165490692	165555260
ENSG00000114204	3	-	167159577	167196792
ENSG00000114209	3	-	167401086	167452614
ENSG00000114248	3	-	169556967	169587653
ENSG00000114251	3	-	55499743	55523973
ENSG00000114268	3	-	48555117	48594323
ENSG00000114270	3	-	48601506	48632700
ENSG00000114279	3	-	191860298	192126838
ENSG00000114302	3	-	48784012	48885279
ENSG00000114315	3	+	193853934	193856521
ENSG00000114316	3	-	49315539	49377504
ENSG00000114331	3	-	194995465	195163807
ENSG00000114346	3	+	172468494	172539264
ENSG00000114349	3	+	50229045	50233949
ENSG00000114353	3	+	50273384	50296787
ENSG00000114354	3	+	100428269	100467810
ENSG00000114374	Y	+	14813160	14972764
ENSG00000114378	3	-	50337321	50341003
ENSG00000114383	3	-	50362338	50365674
ENSG00000114388	3	-	50384919	50388522
ENSG00000114391	3	-	101399936	101405626
ENSG00000114395	3	+	50388289	50391463
ENSG00000114405	3	+	62304718	62321888
ENSG00000114416	3	+	180630090	180700541
ENSG00000114423	3	-	105374305	105587887
ENSG00000114439	3	+	107241823	107524708
ENSG00000114446	3	-	107879659	107941417
ENSG00000114450	3	-	179116990	179169378
ENSG00000114455	3	+	108021332	108097132
ENSG00000114473	3	-	197615946	197686890
ENSG00000114480	3	-	81538850	81811312
ENSG00000114487	3	-	108677086	108836989
ENSG00000114491	3	+	124449213	124464040
ENSG00000114503	3	-	196662278	196669468
ENSG00000114520	3	-	125165495	125239041
ENSG00000114529	3	+	111805182	111837073
ENSG00000114541	3	-	69219141	69435224
ENSG00000114544	3	-	125725216	125803147
ENSG00000114547	3	+	125687987	125702297
ENSG00000114554	3	+	126707437	126756235
ENSG00000114573	3	+	113465866	113530903
ENSG00000114626	3	+	127391783	127399760
ENSG00000114631	3	+	127348024	127391652
ENSG00000114638	3	+	118892365	118924000
ENSG00000114646	3	-	47603729	47622282
ENSG00000114648	3	+	47324436	47388306
ENSG00000114650	3	-	47455203	47517603
ENSG00000114654	3	+	128720472	128759583
ENSG00000114656	3	-	128685432	128712958
ENSG00000114670	3	+	130745727	131069303
ENSG00000114686	3	-	131181056	131221813
ENSG00000114698	3	-	145910126	145968966
ENSG00000114735	3	+	50606628	50622366
ENSG00000114737	3	-	50643927	50649203
ENSG00000114738	3	+	50649339	50686720
ENSG00000114739	3	+	38495342	38534633
ENSG00000114742	3	+	39093489	39137879
ENSG00000114744	3	-	149456257	149470286
ENSG00000114745	3	-	39138150	39149854
ENSG00000114757	3	-	179512746	179754718
ENSG00000114767	3	-	51967446	51975957
ENSG00000114770	3	-	183637722	183735803
ENSG00000114771	3	+	151531825	151546276
ENSG00000114779	3	-	52002526	52017425
ENSG00000114784	3	+	40351175	40353915
ENSG00000114786	3	+	52009076	52023190
ENSG00000114790	3	+	153838792	153975616
ENSG00000114796	3	+	183353411	183402265
ENSG00000114805	3	-	155197671	155393828
ENSG00000114812	3	+	42544115	42579059
ENSG00000114841	3	+	52350335	52434507
ENSG00000114850	3	-	156257929	156272973
ENSG00000114853	3	+	42695176	42707346
ENSG00000114854	3	-	52485118	52488086
ENSG00000114857	3	+	42642106	42690227
ENSG00000114859	3	-	184063973	184079439
ENSG00000114861	3	-	71008342	71179988
ENSG00000114867	3	+	184033196	184053139
ENSG00000114902	3	+	52739652	52742182
ENSG00000114904	3	-	52744800	52804965
ENSG00000114923	2	+	220492292	220506701
ENSG00000114933	2	-	206858445	206950906
ENSG00000114942	2	+	207024329	207027652
ENSG00000114948	2	+	207308263	207485851
ENSG00000114956	2	+	74153953	74186088
ENSG00000114978	2	-	74379655	74405995
ENSG00000114982	2	-	97258909	97304046
ENSG00000114988	2	-	97372077	97405801
ENSG00000114993	2	-	74653003	74669026
ENSG00000114999	2	+	113239731	113299316
ENSG00000115008	2	-	113531492	113542167
ENSG00000115009	2	+	228678570	228682250
ENSG00000115020	2	+	209130991	209223475
ENSG00000115041	2	+	95963052	96051825
ENSG00000115042	2	+	96068474	96082364
ENSG00000115053	2	-	232318242	232329305
ENSG00000115073	2	-	98272431	98280570
ENSG00000115084	2	-	114470369	114514400
ENSG00000115085	2	+	98330023	98356323
ENSG00000115091	2	+	114647537	114720173
ENSG00000115107	2	+	119981407	120023228
ENSG00000115109	2	+	120770581	120936695
ENSG00000115112	2	-	121974163	122042783
ENSG00000115128	2	-	24290454	24299313
ENSG00000115129	2	-	24300305	24308051
ENSG00000115137	2	-	25166505	25194963
